ContigSetID,cbID,contigSet,methodHTML,methodFails,transcriptBaseCoverage,transcriptBaseCoveragePercent,transcriptsPartial,contigBaseCoverage,contigBaseCoveragePercent,contigAssembledBases,contigAdditionalBases,contigsAssembled,contigsTP,contigsFP,contigsFN,contigSensitivity,contigSpecificity,contigFDR,contigF1
TPM>0--TF3 --> Det,506,"TPM>0 &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate (TPM filtering added due to failure at first stage of Transfuse, during Snap alignment of reads while running Transrate)",,,34148207,70.34652561,30156,101006099,52.51815564,503365585,402359486,399651,99556,300095,35683,0.736148596,0.249107346,0.750892654,0.3722485
ORP 1 (orthomerged),508,15 assemblies merged,"ORP (orthomerged) (failed at first stage of the Oyster River Protocol, during Snap alignment of reads while running Transrate)","failed at first stage of the Oyster River Protocol, during Snap alignment of reads while running Transrate",0,,0,0,0,0,0,0,0,0,135239,0,,,
All + norm,601,all (82) assemblies merged,with trimmed reads: IDBA k=21-141 step 10; rnaSPAdes k=33 49 55 77; Soap k=21-31 step 2 &amp; k=41-121 step 10; TransLiG k=21-31 step 2 <br />with BBNorm normalized reads: IDBA k=21-141 step 10; rnaSPAdes k=33 49 55 77; Soap k=21-31 step 2 &amp; k=41-121 step 10; TransLiG k=21-31 step 2 <br />with assembly <em>in-silico normalization</em>: Trinity k=21-31 step 2,,40767703,83.9829237,33165,143251569,74.48370218,15188502736,15045251167,21360260,124170,21236090,11069,0.918152308,0.005813131,0.994186869,0.011553116
evigene full,602,all (82) assemblies merged,evigene ok + alt/cull set,,40160185,82.73141493,32776,127163270,66.11858563,3561295487,3434132217,2320836,111577,2209259,23662,0.825035678,0.04807621,0.95192379,0.090857975
evi4F --> TF1,603,all (82) assemblies merged,"evigene full set &#8594; Transfuse (filter) (failed at first stage of Transfuse, during Snap alignment of reads while running Transrate)","failed at first stage of Transfuse, during Snap alignment of reads while running Transrate",0,,0,0,0,0,0,0,0,0,135239,0,,,
evi4F --> TPM>0,603,all (82) assemblies merged,"evigene full set &#8594; TPM>0 (TPM filtering added due to failure at first stage of Transfuse, during Snap alignment of reads while running Transrate)",TPM filtering stage added due to Transfuse failure (Snap read alignment in Transrate),38496769,79.30471859,31803,116152684,60.39362768,738146975,621994291,516755,102766,413989,32473,0.759884353,0.198867935,0.801132065,0.31523603
evi4F --> TPM>0 --> TF1,603,all (82) assemblies merged,"evigene full set &#8594; TPM>0 &#8594; Transfuse (filter &#8594; vsearch) (TPM filtering added due to failure at first stage of Transfuse, during Snap alignment of reads while running Transrate)",TPM filtering stage added due to Transfuse failure (Snap read alignment in Transrate),37721873,77.70840516,31323,111188514,57.81250579,535847792,424659278,371847,97800,274047,37439,0.723164176,0.2630114,0.7369886,0.385733386
evi4F --> TPM>0 --> TF2,603,all (82) assemblies merged,"evigene full set &#8594; TPM>0 &#8594; Transfuse (filter &#8594; vsearch) (TPM filtering added due to failure at first stage of Transfuse, during Snap alignment of reads while running Transrate)",TPM filtering stage added due to Transfuse failure (Snap read alignment in Transrate),37749145,77.76458645,31303,111159606,57.79747507,534293305,423133699,370128,97619,272509,37620,0.721825805,0.263743894,0.736256106,0.386329143
evi4F --> TPM>0 --> TF3,603,all (82) assemblies merged,"evigene full set &#8594; TPM>0 &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) (TPM filtering added due to failure at first stage of Transfuse, during Snap alignment of reads while running Transrate)",TPM filtering stage added due to Transfuse failure (Snap read alignment in Transrate),37578072,77.41216997,31195,110174953,57.2855044,500372527,390197574,352293,96945,255348,38294,0.716842035,0.275182873,0.724817127,0.397696972
evi4 --> TPM>0 --> TF --> Det,604,all (82) assemblies merged,"evigene full set &#8594; TPM>0 &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate (TPM filtering added due to failure at first stage of Transfuse, during Snap alignment of reads while running Transrate)",TPM filtering stage added due to Transfuse failure (Snap read alignment in Transrate),37364223,76.97163339,31041,108925338,56.63576666,442605005,333679667,315991,95371,220620,39868,0.705203381,0.301815558,0.698184442,0.422715688
con2-eviFull Best evi set,606,all (82) assemblies merged,intersection of consensus 2 and evigene full sets,,38132424,78.55415488,31582,109761654,57.07060945,1004864979,895103325,477077,93853,383224,41386,0.693978808,0.196725057,0.803274943,0.306550866
con2/evi4 -- Transfuse 1,607,all (82) assemblies merged,con2 U evigene full &#8594; Transfuse (filter),,37284929,76.80828492,30964,105116865,54.65554982,606722981,501606116,304398,88737,215661,46502,0.656149484,0.29151637,0.70848363,0.403683039
con2/evi4 -- Transfuse 2,607,all (82) assemblies merged,con2 U evigene full &#8594; Transfuse (filter &#8594; vsearch),,37297366,76.83390558,30928,105017571,54.60392187,606558025,501540454,304278,88465,215813,46774,0.654138229,0.290737418,0.709262582,0.402555533
con2/evi4 -- Transfuse 3,607,all (82) assemblies merged,con2 U evigene full &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,37101419,76.43024777,30798,103848845,53.99624239,543825865,439977020,280019,87643,192376,47596,0.648060101,0.312989476,0.687010524,0.422113481
con2/evi4 --TF--Det,608,all (82) assemblies merged,con2 U evigene full &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,36679060,75.56017315,30515,101642194,52.84889345,431458126,329815932,231400,85513,145887,49726,0.632310206,0.36954624,0.63045376,0.466469743
consensus 2,605,all (82) assemblies merged,consensus 2,,39831775,82.05487861,32682,132068179,68.66889473,1751603387,1619535208,969293,115814,853479,19425,0.856365398,0.119482963,0.880517037,0.209706917
consensus 3,605,all (82) assemblies merged,consensus 3,,37062166,76.34938519,31241,116653792,60.65417895,988476507,871822715,460368,104306,356062,30933,0.771271601,0.226570917,0.773429083,0.350251088
consensus 4,605,all (82) assemblies merged,consensus 4,,31789533,65.48757296,28007,94018293,48.88484353,576416427,482398134,229653,84253,145400,50986,0.622993367,0.366870888,0.633129112,0.461796915
consensus 5,605,all (82) assemblies merged,consensus 5,,18698644,38.51987424,18848,47426511,24.65943058,188870414,141443903,61614,42092,19522,93147,0.31124158,0.683156425,0.316843575,0.427649058
consensus 2 -- Transfuse 1,609,all (82) assemblies merged,consensus 2 &#8594; Transfuse (filter),,38646669,79.61351794,31844,121531377,63.19028094,679731658,558200281,410332,105260,305072,29979,0.778325779,0.256523985,0.743476015,0.38587095
consensus 2 -- Transfuse 2,609,all (82) assemblies merged,consensus 2 &#8594; Transfuse (filter &#8594; vsearch),,38622959,79.56467449,31804,120824536,62.82275872,677939262,557114726,408942,104526,304416,30713,0.77289835,0.255601039,0.744398961,0.384158947
consensus 2 -- Transfuse 3,609,all (82) assemblies merged,consensus 2 &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,38375946,79.05581889,31667,118642198,61.68805133,570054455,451412257,362269,102995,259274,32244,0.761577651,0.284305309,0.715694691,0.414043593
consensus 2 -- TF--Det,610,all (82) assemblies merged,consensus 2 &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,37943937,78.16586493,31375,115959399,60.29312908,439672702,323713303,296095,100839,195256,34400,0.745635505,0.340562995,0.659437005,0.467568056
consensus 2 -- evi4Full,611,all (82) assemblies merged,consensus 2 &#8594; evigene full set,,39331002,81.02326835,32245,119415580,62.09017157,1291947979,1172532399,604048,101024,503024,34215,0.747003453,0.167244987,0.832755013,0.273301167
Trinity k=25 -- Compacta d=0,701,Trinity (k=25),Compacta (d=0.0),,9473231,19.51519408,19200,26126025,13.58423561,49436797,23310772,121244,57811,63433,77428,0.427472844,0.476815348,0.523184652,0.450797909
Trinity k=25 -- Compacta d=0.3,701,Trinity (k=25),Compacta (d=0.3),,13844314,28.51978112,18917,34264938,17.8160662,62928275,28663337,133323,58653,74670,76586,0.433698859,0.439931595,0.560068405,0.436792994
Trinity k=25 -- Compacta d=1,701,Trinity (k=25),Compacta (d=1.0),,24288796,50.03578694,24370,65034987,33.81496368,185145727,120110740,247305,77234,170071,58005,0.571092658,0.312302622,0.687697378,0.403791459
con2--Tf--Det--Compacta d=0,702,consensus 2,Compacta (d=0.0),,5097427,10.50088161,11776,14601424,7.592015391,24328293,9726869,56090,34270,21820,100969,0.253403234,0.61098235,0.38901765,0.35823111
con2--Tf--Det--Compacta d=0.3,702,consensus 2,Compacta (d=0.3),,9061615,18.66725043,14059,22151446,11.51765191,34015247,11863801,62869,38882,23987,96357,0.287505823,0.618460609,0.381539391,0.392533366
con2--Tf--Det--Compacta d=1,702,consensus 2,Compacta (d=1.0),,35913572,73.98324054,29884,107970792,56.13945014,401808799,293838007,267548,93574,173974,41665,0.691915794,0.349746588,0.650253412,0.464632672
"Trinity k=25 -- Grouper (with orphaned reads, min cut filter)",705,Trinity (k=25),Grouper (with orphaned reads and min cut filters),,17623586,36.30521637,18906,38753270,20.14977596,57336119,18582849,63279,44230,19049,91009,0.327050629,0.698968062,0.301031938,0.44560191
"Trinity k=25 -- Grouper (without orphaned reads, min cut filter)",705,Trinity (k=25),Grouper (without orphaned reads or min cut filters),,17649004,36.35757836,18914,38819881,20.18441037,57533858,18713977,63596,44298,19298,90941,0.327553442,0.696553242,0.303446758,0.445575477
"con2--Tf--Det--Grouper (with orphaned reads, min cut filter)",706,consensus 2,Grouper (with orphaned reads and min cut filters),,25097828,51.70242175,22399,53671502,27.90651578,69107880,15436378,50196,44824,5372,90415,0.331442853,0.89297952,0.10702048,0.48344703
"con2--Tf--Det--Grouper (without orphaned reads, min cut filter)",706,consensus 2,Grouper (without orphaned reads or min cut filters),,25110417,51.72835553,22411,53714231,27.92873274,69131669,15417438,50164,44844,5320,90395,0.331590739,0.893947851,0.106052149,0.483746218
"Trinity k=25 -- Corset d=0, clusters",703,Trinity (k=25),Corset clusters (d=0.0),,27584859,56.8257944,26268,76663856,39.86139809,219592877,142929021,208404,77703,130701,57536,0.574560593,0.37284793,0.62715207,0.452230949
"Trinity k=25 -- Corset d=0.3, clusters",703,Trinity (k=25),Corset clusters (d=0.3),,22841394,47.05408714,22912,53586893,27.8625233,104201478,50614585,130853,59815,71038,75424,0.442291055,0.457116,0.542884,0.449581348
"Trinity k=25 -- Corset d=1, clusters",703,Trinity (k=25),Corset clusters (d=1.0),,15361930,31.64612427,17091,32845063,17.07780171,45993295,13148232,50402,38407,11995,96832,0.283993523,0.762013412,0.237986588,0.413777129
"con2--Tf--Det--Corset d=0, clusters",704,consensus 2,Corset clusters (d=0.0),,37623174,77.5050817,30657,112532754,58.51144384,421980656,309447902,246739,89866,156873,45373,0.664497667,0.364214818,0.635785182,0.470529716
"con2--Tf--Det--Corset d=0.3, clusters",704,consensus 2,Corset clusters (d=0.3),,32263111,66.46316055,27558,78773789,40.95845847,153825157,75051368,104870,66953,37917,68286,0.495071688,0.638438066,0.361561934,0.557688383
"con2--Tf--Det--Corset d=1, clusters",704,consensus 2,Corset clusters (d=1.0),,9335710,19.23189591,10844,18872193,9.81260319,23466252,4594059,22715,20613,2102,114626,0.152419051,0.907462029,0.092537971,0.261000038
"Trinity k=25 -- Corset, super-clusters",703,Trinity (k=25),Corset superclusters,,8407066,17.31885612,14106,20272419,10.54065118,28960171,8687752,39413,31679,7734,103560,0.23424456,0.80377033,0.19622967,0.362767103
"con2--Tf--Det--Corset, super-clusters",704,consensus 2,Corset superclusters,,4191244,8.63411228,7001,10089209,5.245887662,13319521,3230312,16426,14747,1679,120492,0.109043989,0.897784001,0.102215999,0.194468071
IDBA-Tran_HFk101.fa,idba,IDBA,trimmed reads; k=101,,29495960,60.76273069,29139,85882435,44.65460138,311821457,225939022,536581,93145,443436,42094,0.688743632,0.173589821,0.826410179,0.277291536
IDBA-Tran_HFk111.fa,idba,IDBA,trimmed reads; k=111,,30592912,63.02249098,29216,88482552,46.0065331,315263553,226781001,529807,92354,437453,42885,0.682894727,0.174316308,0.825683692,0.277737179
IDBA-Tran_HFk121.fa,idba,IDBA,trimmed reads; k=121,,32401592,66.74843635,29574,93098137,48.4064081,317783195,224685058,477306,91719,385587,43520,0.678199336,0.192159747,0.807840253,0.29946861
IDBA-Tran_HFk131.fa,idba,IDBA,trimmed reads; k=131,,33858140,69.74897723,29821,96811392,50.3371163,315678566,218867174,420887,90730,330157,44509,0.670886357,0.215568549,0.784431451,0.326292962
IDBA-Tran_HFk141.fa,idba,IDBA,trimmed reads; k=141,,34602869,71.28314556,29846,98531146,51.23130298,303758041,205226895,365076,89331,275745,45908,0.660541708,0.244691516,0.755308484,0.357099028
IDBA-Tran_HFk21.fa,idba,IDBA,trimmed reads; k=21,,9117546,18.78247028,23676,26712271,13.88905442,67344841,40632570,190571,70704,119867,64535,0.52280777,0.371011329,0.628988671,0.434019828
IDBA-Tran_HFk31.fa,idba,IDBA,trimmed reads; k=31,,14987620,30.8750323,26663,42869561,22.29004287,123678822,80809261,265405,81087,184318,54152,0.599582961,0.30552175,0.69447825,0.404783299
IDBA-Tran_HFk41.fa,idba,IDBA,trimmed reads; k=41,,17046305,35.1159969,27449,49544414,25.76063496,157222657,107678243,346516,85462,261054,49777,0.631933096,0.24663219,0.75336781,0.354794449
IDBA-Tran_HFk51.fa,idba,IDBA,trimmed reads; k=51,,19537781,40.24852642,27892,56951665,29.61203765,190402689,133451024,402833,88620,314213,46619,0.655284348,0.219991907,0.780008093,0.329398296
IDBA-Tran_HFk61.fa,idba,IDBA,trimmed reads; k=61,,22446861,46.24133508,28421,64951326,33.77146412,223311070,158359744,431724,90879,340845,44360,0.67198811,0.210502543,0.789497457,0.320581766
IDBA-Tran_HFk71.fa,idba,IDBA,trimmed reads; k=71,,25097907,51.70258449,28779,72175987,37.52792907,250578611,178402624,444222,92344,351878,42895,0.682820784,0.207878043,0.792121957,0.31872378
IDBA-Tran_HFk81.fa,idba,IDBA,trimmed reads; k=81,,27669212,56.99956459,29060,79366646,41.26671467,274563798,195197152,433998,92976,341022,42263,0.687493992,0.214231402,0.785768598,0.326668857
IDBA-Tran_HFk91.fa,idba,IDBA,trimmed reads; k=91,,29736719,61.25870283,29344,85347179,44.37629484,295050341,209703162,437297,93625,343672,41614,0.692292904,0.214099342,0.785900658,0.32705367
IDBA-Tran_HTk101.fa,idba,IDBA,normalized trimmed reads; k=101,,32995442,67.97178855,29979,93630421,48.68316935,302045778,208415357,329422,93667,235755,41572,0.692603465,0.284337415,0.715662585,0.403162736
IDBA-Tran_HTk111.fa,idba,IDBA,normalized trimmed reads; k=111,,33713770,69.45156988,29916,96006247,49.91848089,298784624,202778377,309199,92579,216620,42660,0.684558448,0.299415587,0.700584413,0.416611541
IDBA-Tran_HTk121.fa,idba,IDBA,normalized trimmed reads; k=121,,34390464,70.84558368,29879,98115995,51.01544508,294043204,195927209,279424,91197,188227,44042,0.674339503,0.326374971,0.673625029,0.439860803
IDBA-Tran_HTk131.fa,idba,IDBA,normalized trimmed reads; k=131,,34466252,71.00170966,29701,98156304,51.03640376,282174636,184018332,254451,89234,165217,46005,0.659824459,0.350692275,0.649307725,0.457974287
IDBA-Tran_HTk141.fa,idba,IDBA,normalized trimmed reads; k=141,,33928206,69.8933157,29351,96364900,50.10496264,260859518,164494618,230340,86748,143592,48491,0.641442188,0.376608492,0.623391508,0.474578682
