ContigSetID,cbID,contigSet,methodHTML,methodFails,transcriptBaseCoverage,transcriptBaseCoveragePercent,transcriptsPartial,contigBaseCoverage,contigBaseCoveragePercent,contigAssembledBases,contigAdditionalBases,contigsAssembled,contigsTP,contigsFP,contigsFN,contigSensitivity,contigSpecificity,contigFDR,contigF1
evi full,301,TransLiG (k=25),evigene ok + alt/cull set,,12818036,28.15067248,14859,12415478,54.00109198,30668006,18252528,26030,18125,7905,25689,0.413680559,0.696311948,0.303688052,0.519013802
evi4F --> TF1,302,TransLiG (k=25),evigene full set &#8594; Transfuse (filter),,12527559,27.51273365,14095,12087113,52.5728692,27012051,14924938,21984,16803,5181,27011,0.383507555,0.764328603,0.235671397,0.510745007
evi4F --> TF2,302,TransLiG (k=25),evigene full set &#8594; Transfuse (filter &#8594; vsearch),,12535953,27.53116836,14091,12117911,52.70682503,26874699,14756788,21840,16842,4998,26972,0.384397681,0.771153846,0.228846154,0.513053279
evi4F --> TF3,302,TransLiG (k=25),evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,12457910,27.35977214,13923,12042010,52.37669381,26226130,14184120,21250,16583,4667,27231,0.378486329,0.780376471,0.219623529,0.509744252
evi4 --> TF --> Det,303,TransLiG (k=25),evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,12045652,26.45438071,13071,11664584,50.73508032,21776468,10111884,17867,15195,2672,28619,0.346806957,0.850450551,0.149549449,0.492696292
transfuse 1 (filter),304,TransLiG (k=25),Transfuse (filter),,12964942,28.47330402,15133,12659222,55.06125593,36625365,23966143,31948,18909,13039,24905,0.431574383,0.591868036,0.408131964,0.499168449
transfuse 2 (vsearch),304,TransLiG (k=25),Transfuse (filter &#8594; vsearch),,12940234,28.41904089,15108,12638353,54.97048627,31017136,18378783,25989,18679,7310,25135,0.426324919,0.718727154,0.281272846,0.535191897
transfuse 3 (transrate),304,TransLiG (k=25),Transfuse (filter &#8594; vsearch &#8594; Transrate),,12849116,28.21892966,14867,12533755,54.51553751,29727011,17193256,24931,18270,6661,25544,0.416990003,0.73282259,0.26717741,0.531529566
TF3 --> Det,305,TransLiG (k=25),Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,12354259,27.13213622,13788,12058740,52.4494609,23357503,11298763,19970,16402,3568,27412,0.374355229,0.821331998,0.178668002,0.514298257
Detonate,306,TransLiG (k=25),Detonate,,12721343,27.93831757,14663,12455870,54.17677689,32547386,20091516,30483,17848,12635,25966,0.407358379,0.585506676,0.414493324,0.480450085
"4 merger, IDBA k=1/3RL, rnaSPAdes def, Trinity k-25, TransLiG k=25",401,4 assemblies merged,with trimmed reads: IDBA k=31; rnaSPAdes k=49; TransLiG k=25; with assembly <em>in-silico normalization</em>: Trinity k=25,,16618862,36.49795813,24081,17619231,76.63480326,166411924,148792693,360592,40971,319621,2843,0.935112065,0.113621489,0.886378511,0.202623106
evi ok,402,4 assemblies merged,evigene ok set,,10076527,22.12983419,14734,10877244,47.31054687,16303428,5426184,30396,19683,10713,24131,0.449239969,0.64755231,0.35244769,0.530467592
evi full,402,4 assemblies merged,evigene ok + alt/cull set,,15787581,34.67231813,20869,15766064,68.57445781,71803564,56037500,92347,30612,61735,13202,0.698680787,0.331488841,0.668511159,0.449644171
evi4F --> TF1,403,4 assemblies merged,evigene full set &#8594; Transfuse (filter),,13877010,30.47636655,15534,13412371,58.33707571,37647538,24235167,33522,20023,13499,23791,0.457000046,0.59730923,0.40269077,0.517818351
evi4F --> TF2,403,4 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch),,13891915,30.50910056,15540,13453026,58.51390454,36824739,23371713,32439,20130,12309,23684,0.459442187,0.620549339,0.379450661,0.527979227
evi4F --> TF3,403,4 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,13683970,30.05241659,15173,13275221,57.74054212,34339590,21064369,30085,19536,10549,24278,0.445884877,0.649360146,0.350639854,0.528721634
evi4 --> TF --> Det,404,4 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,13160365,28.90248747,14285,12887069,56.05227592,27671907,14784838,24722,18048,6674,25766,0.41192313,0.730038023,0.269961977,0.526672114
transfuse 1 (filter),405,4 assemblies merged,Transfuse (filter),,13654998,29.98878896,15676,13463388,58.55897403,43057968,29594580,41143,20773,20370,23041,0.474117862,0.504897552,0.495102448,0.489023859
transfuse 2 (vsearch),405,4 assemblies merged,Transfuse (filter &#8594; vsearch),,13674877,30.03244675,15707,13490176,58.67548838,35982347,22492171,33210,20737,12473,23077,0.473296207,0.624420355,0.375579645,0.538455546
transfuse 3 (transrate),405,4 assemblies merged,Transfuse (filter &#8594; vsearch &#8594; Transrate),,13449779,29.53809176,15341,13313809,57.90838053,32773186,19459377,30366,20078,10288,23736,0.458255352,0.661200026,0.338799974,0.541331895
TF3 --> Det,406,4 assemblies merged,Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,12936531,28.41090844,14306,12877458,56.01047289,27350471,14473013,25393,18349,7044,25465,0.41879308,0.722600717,0.277399283,0.53026428
ORP 1 (orthomerged),408,4 assemblies merged,ORP (orthomerged),,12866069,28.25616144,20590,15190757,66.07216138,49903008,34712251,136861,36524,100337,7290,0.833614826,0.266869305,0.733130695,0.404306074
ORP 2 (cd-hit),408,4 assemblies merged,ORP (orthomerged &#8594; cd-hit c=1; original method used c=0.98),,12851047,28.22317047,20569,15137767,65.84168151,41923612,26785845,106349,36210,70139,7604,0.826448167,0.34048275,0.65951725,0.482275927
ORP 3 (High exp),408,4 assemblies merged,ORP (orthomerged &#8594; cd-hit &#8594; high expression TPM&#8805;0.05; original method used TPM&#8805;1),,11568823,25.40717995,10532,12294598,53.47532471,22662560,10367962,28742,19948,8794,23866,0.455288264,0.694036601,0.305963399,0.549864932
ORP 4 (with blast),408,4 assemblies merged,ORP (orthomerged &#8594; cd-hit &#8594; high expression &#8594;  blast recovery of low exp.),,12424934,27.28735101,18275,14120045,61.41510209,34645530,20525485,69425,30077,39348,13737,0.686470078,0.433230104,0.566769896,0.531212745
"15 merger: IDBA 1/3, 1/2; rnaSPAdes def, Soap 1/3,1/2; TransLiG k=25,31 + norm; Trinity k=25",501,15 assemblies merged,with trimmed reads: IDBA k=31 41; rnaSPAdes k=49; Soap 25 41; TransLiG k=25 31 <br />with BBNorm normalized reads: IDBA k=31 41; rnaSPAdes k=49; Soap 25 41; TransLiG k=25 31 <br />with assembly <em>in-silico normalization</em>: Trinity k=25,,17876188,39.25926824,25120,18365203,79.8794067,553825222,535460019,1165738,42354,1123384,1460,0.966677318,0.036332349,0.963667651,0.070032541
evi ok,502,15 assemblies merged,evigene ok set,,10067025,22.10896612,17367,11262830,48.98765225,19235237,7972407,49494,25606,23888,18208,0.58442507,0.517355639,0.482644361,0.548848973
evi full,502,15 assemblies merged,evigene ok + alt/cull set,,17561153,38.5673957,24690,17815947,77.49041904,178398422,160582475,216620,40195,176425,3619,0.917400831,0.18555535,0.81444465,0.308677054
evi4F --> TF1,503,15 assemblies merged,evigene full set &#8594; Transfuse (filter),,14873834,32.66556823,17379,14673535,63.82250553,59035785,44362250,52781,24691,28090,19123,0.563541334,0.467800913,0.532199087,0.511227289
evi4F --> TF2,503,15 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch),,14906697,32.73774118,17488,14751478,64.16151842,57862482,43111004,51334,25048,26286,18766,0.571689414,0.487941715,0.512058285,0.526506075
evi4F --> TF3,503,15 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,14502719,31.8505341,17004,14474271,62.95580723,48783132,34308861,44308,24169,20139,19645,0.551627334,0.545477115,0.454522885,0.548534986
evi4 --> TF --> Det,504,15 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,14055644,30.86867838,16330,14139222,61.49851241,40266511,26127289,37522,22922,14600,20892,0.523166111,0.610894942,0.389105058,0.563637258
transfuse 1 (filter),505,15 assemblies merged,Transfuse (filter),,15918440,34.95970762,22728,16698248,72.6289899,79620933,62922685,102980,35887,67093,7927,0.819076094,0.348485143,0.651514857,0.48894369
transfuse 2 (vsearch),505,15 assemblies merged,Transfuse (filter &#8594; vsearch),,15951395,35.03208263,22837,16794087,73.0458414,63508757,46714670,82194,36263,45931,7551,0.827657826,0.441187921,0.558812079,0.575566631
transfuse 3 (transrate),505,15 assemblies merged,Transfuse (filter &#8594; vsearch &#8594; Transrate),,15406709,33.83585591,22232,16406737,71.3610635,49897875,33491138,68889,35070,33819,8744,0.800429087,0.509079824,0.490920176,0.622343682
TF3 --> Det,506,15 assemblies merged,Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,14981514,32.90205254,21671,16133583,70.17298083,43426042,27292459,61752,34054,27698,9760,0.777240152,0.55146392,0.44853608,0.645169846
ORP 1 (orthomerged),508,15 assemblies merged,ORP (orthomerged),,12114163,26.60484297,20036,14605970,63.52863172,48133719,33527749,120179,35843,84336,7971,0.818071849,0.298246782,0.701753218,0.437128414
ORP 2 (cd-hit),508,15 assemblies merged,ORP (orthomerged &#8594; cd-hit c=1; original method used c=0.98),,12102508,26.57924653,20011,14554066,63.3028754,41786819,27232753,96833,35564,61269,8250,0.811704022,0.367271488,0.632728512,0.505719994
ORP 3 (High exp),508,15 assemblies merged,ORP (orthomerged &#8594; cd-hit &#8594; high expression TPM&#8805;0.05; original method used TPM&#8805;1),,11656727,25.60023267,19176,13402189,58.29278913,28961994,15559805,51140,29916,21224,13898,0.682795454,0.584982401,0.415017599,0.630115635
ORP 4 (with blast),508,15 assemblies merged,ORP (orthomerged &#8594; cd-hit &#8594; high expression &#8594;  blast recovery of low exp.),,12004178,26.36329648,19704,14200029,61.76299231,37311102,23111073,75743,33704,42039,10110,0.769251837,0.444978414,0.555021586,0.563814749
All + norm,601,all (82) assemblies merged,with trimmed reads: IDBA k=21-141 step 10; rnaSPAdes k=33 49 55 77; Soap k=21-31 step 2 &amp; k=41-121 step 10; TransLiG k=21-31 step 2 <br />with BBNorm normalized reads: IDBA k=21-141 step 10; rnaSPAdes k=33 49 55 77; Soap k=21-31 step 2 &amp; k=41-121 step 10; TransLiG k=21-31 step 2 <br />with assembly <em>in-silico normalization</em>: Trinity k=21-31 step 2,,18959273,41.63791432,25947,18864538,82.05126309,3931509280,3912644742,12624001,42969,12581032,845,0.980713927,0.003403754,0.996596246,0.006783964
evigene full,602,all (82) assemblies merged,evigene ok + alt/cull set,,18808829,41.30751271,25761,18686366,81.2763044,624254752,605568386,875202,42513,832689,1301,0.970306295,0.048575072,0.951424928,0.09251852
evi4F --> TF1,603,all (82) assemblies merged,evigene full set &#8594; Transfuse (filter),,15603284,34.26756935,20709,15787112,68.66600604,85004338,69217226,89277,31377,57900,12437,0.71614096,0.351456702,0.648543298,0.471511973
evi4F --> TF2,603,all (82) assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch),,15644018,34.35702841,20836,15900266,69.15816909,83193765,67293499,87311,31926,55385,11888,0.728671201,0.365658394,0.634341606,0.486955195
evi4F --> TF3,603,all (82) assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,14880544,32.68030457,19977,15409758,67.02470571,56953004,41543246,62826,30365,32461,13449,0.693043319,0.483319008,0.516680992,0.569486122
evi4 --> TF --> Det,604,all (82) assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,14458646,31.753742,19345,15112242,65.73066058,48295049,33182807,54846,29224,25622,14590,0.667001415,0.532837399,0.467162601,0.592418407
con2-eviFull Best evi set,606,all (82) assemblies merged,intersection of consensus 2 and evigene full sets,,16306950,35.81294425,21644,16130122,70.15792721,105637838,89507716,103500,33390,70110,10424,0.762085178,0.322608696,0.677391304,0.453317404
con2/evi4 -- Transfuse 1,607,all (82) assemblies merged,con2 U evigene full &#8594; Transfuse (filter),,14922286,32.77197738,19095,14803079,64.38595685,55853108,41050029,48987,27389,21598,16425,0.625119825,0.559107518,0.440892482,0.590273812
con2/evi4 -- Transfuse 2,607,all (82) assemblies merged,con2 U evigene full &#8594; Transfuse (filter &#8594; vsearch),,14924461,32.77675407,19122,14817714,64.44961174,55853108,41035394,48987,27427,21560,16387,0.625987127,0.559883234,0.440116766,0.591092768
con2/evi4 -- Transfuse 3,607,all (82) assemblies merged,con2 U evigene full &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,14698623,32.2807739,18864,14671890,63.8153506,51336510,36664620,46032,26940,19092,16874,0.614871959,0.585245047,0.414754953,0.599692808
con2/evi4 --TF--Det,608,all (82) assemblies merged,con2 U evigene full &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,14253146,31.30242768,18198,14385959,62.5716944,43182123,28796164,40483,25811,14672,18003,0.589103939,0.637576267,0.362423733,0.61238241
consensus 2,605,all (82) assemblies merged,consensus 2,,18065348,39.67469703,24865,18398522,80.02432761,153937708,135539186,166663,41506,125157,2308,0.947322774,0.249041479,0.750958521,0.394399388
consensus 3,605,all (82) assemblies merged,consensus 3,,17074909,37.49951794,23725,17736703,77.14574745,95701113,77964410,102359,39139,63220,4675,0.893298946,0.382369894,0.617630106,0.535516135
consensus 4,605,all (82) assemblies merged,consensus 4,,15065233,33.08591426,18481,15173983,65.99920291,56915450,41741467,47501,26421,21080,17393,0.60302643,0.556219869,0.443780131,0.578678202
consensus 5,605,all (82) assemblies merged,consensus 5,,11890827,26.11435765,13948,11899501,51.75685125,29964283,18064782,22036,17324,4712,26490,0.395398731,0.786168089,0.213831911,0.526165528
consensus 2 -- Transfuse 1,609,all (82) assemblies merged,consensus 2 &#8594; Transfuse (filter),,16404172,36.02646094,22791,17115326,74.44306966,68026303,50910977,77352,36403,40949,7411,0.830853152,0.470614852,0.529385148,0.600878134
consensus 2 -- Transfuse 2,609,all (82) assemblies merged,consensus 2 &#8594; Transfuse (filter &#8594; vsearch),,16421443,36.06439111,22851,17150324,74.59529338,67897564,50747240,77319,36517,40802,7297,0.83345506,0.472290123,0.527709877,0.602924059
consensus 2 -- Transfuse 3,609,all (82) assemblies merged,consensus 2 &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,16097180,35.35225225,22504,16953323,73.738438,60582423,43629100,72339,35879,36460,7935,0.818893504,0.495984186,0.504015814,0.617788606
consensus 2 -- TF--Det,610,all (82) assemblies merged,consensus 2 &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,15694305,34.46746755,21974,16701546,72.64333454,52588728,35887182,66130,34955,31175,8859,0.797804355,0.52858007,0.47141993,0.63586917
consensus 2 -- evi4Full,611,all (82) assemblies merged,consensus 2 &#8594; evigene full set,,17356714,38.11841152,22261,16702212,72.64623131,118323902,101621690,95512,32583,62929,11231,0.743666408,0.34114038,0.65885962,0.467723182
Trinity k=25 -- Compacta d=0,701,Trinity (k=25),Compacta (d=0.0),,7257147,15.93797742,13929,7536860,32.78155462,8410061,873201,18550,15798,2752,28016,0.360569681,0.851644205,0.148355795,0.506638445
Trinity k=25 -- Compacta d=0.3,701,Trinity (k=25),Compacta (d=0.3),,7492924,16.45578538,14211,7847405,34.13226935,8862466,1015061,19675,16496,3179,27318,0.376500662,0.838424396,0.161575604,0.519649073
Trinity k=25 -- Compacta d=1,701,Trinity (k=25),Compacta (d=1.0),,9572017,21.02184107,15773,10478459,45.57603246,18937189,8458730,40559,21545,19014,22269,0.491737801,0.53120146,0.46879854,0.510708402
con2--Tf--Det--Compacta d=0,702,consensus 2,Compacta (d=0.0),,8947586,19.65048023,16457,9647591,41.96217407,14711773,5064182,26527,21229,5298,22585,0.484525494,0.800278961,0.199721039,0.603602451
con2--Tf--Det--Compacta d=0.3,702,consensus 2,Compacta (d=0.3),,9819609,21.56559686,16959,10602202,46.11425234,15990242,5388040,27695,22162,5533,21652,0.505820058,0.800216646,0.199783354,0.619838062
con2--Tf--Det--Compacta d=1,702,consensus 2,Compacta (d=1.0),,12002791,26.36025038,18511,12835005,55.82582367,27413018,14578013,35299,25429,9870,18385,0.580385265,0.72038868,0.27961132,0.642852629
"Trinity k=25 -- Grouper (with orphaned reads, min cut filter)",705,Trinity (k=25),Grouper (with orphaned reads and min cut filters),,8628265,18.94919488,15006,9455841,41.1281579,11649517,2193676,26118,19611,6507,24203,0.447596659,0.750861475,0.249138525,0.56085912
"Trinity k=25 -- Grouper (without orphaned reads, min cut filter)",705,Trinity (k=25),Grouper (without orphaned reads or min cut filters),,8565946,18.81233134,14927,9343588,40.63991375,11359284,2015696,25056,19273,5783,24541,0.439882229,0.769196999,0.230803001,0.559692174
"con2--Tf--Det--Grouper (with orphaned reads, min cut filter)",706,consensus 2,Grouper (with orphaned reads and min cut filters),,10842597,23.8122593,17556,11742480,51.07388879,17566595,5824115,28928,23245,5683,20569,0.530538184,0.803546737,0.196453263,0.639108081
"con2--Tf--Det--Grouper (without orphaned reads, min cut filter)",706,consensus 2,Grouper (without orphaned reads or min cut filters),,10846307,23.82040712,17562,11747695,51.09657142,17582144,5834449,28964,23269,5695,20545,0.531085954,0.803376605,0.196623395,0.639451483
"Trinity k=25 -- Corset d=0, clusters",703,Trinity (k=25),Corset clusters (d=0.0),,12064074,26.49483868,17700,13279697,57.76001047,30496370,17216673,66762,26746,40016,17068,0.61044415,0.400617118,0.599382882,0.483757777
"Trinity k=25 -- Corset d=0.3, clusters",703,Trinity (k=25),Corset clusters (d=0.3),,10578251,23.23170877,16192,12137854,52.79356706,18191311,6053457,42064,24298,17766,19516,0.554571598,0.577643591,0.422356409,0.565872517
"Trinity k=25 -- Corset d=1, clusters",703,Trinity (k=25),Corset clusters (d=1.0),,7399069,16.24966322,14061,7710003,33.53463968,8543652,833649,18551,16079,2472,27735,0.366983156,0.866745728,0.133254272,0.515641786
"con2--Tf--Det--Corset d=0, clusters",704,consensus 2,Corset clusters (d=0.0),,15528534,34.10340514,21756,16569587,72.06937918,50422652,33853065,63882,34539,29343,9275,0.788309673,0.540668733,0.459331267,0.64141658
"con2--Tf--Det--Corset d=0.3, clusters",704,consensus 2,Corset clusters (d=0.3),,13149569,28.87877754,19778,14716298,64.00850309,30699998,15983700,47626,30205,17421,13609,0.689391519,0.634212405,0.365787595,0.660651794
"con2--Tf--Det--Corset d=1, clusters",704,consensus 2,Corset clusters (d=1.0),,9486473,20.83397132,16895,10267162,44.65699666,15659077,5391915,27619,22101,5518,21713,0.504427808,0.80021,0.19979,0.618789635
"Trinity k=25 -- Corset, super-clusters",703,Trinity (k=25),Corset superclusters,,7228098,15.87418068,13807,7486978,32.56459298,8219766,732788,17731,15536,2195,28278,0.354589857,0.876205516,0.123794484,0.504866358
"con2--Tf--Det--Corset, super-clusters",704,consensus 2,Corset superclusters,,8936659,19.62648261,16400,9633274,41.89990231,14653043,5019769,26328,21154,5174,22660,0.482813713,0.803479186,0.196520814,0.603176414
IDBA_HFk101.fa,idba,IDBA,trimmed reads; k=101,,13102184,28.77471171,20118,15470195,67.2875763,58514943,43044748,1894773,34581,1860192,9233,0.78926827,0.018250735,0.981749265,0.0356765
IDBA_HFk111.fa,idba,IDBA,trimmed reads; k=111,,13051339,28.6630471,20157,15533022,67.56084219,370916057,355383035,1753147,35013,1718134,8801,0.799128133,0.019971514,0.980028486,0.038969126
IDBA_HFk121.fa,idba,IDBA,trimmed reads; k=121,,12980278,28.50698459,19948,15455064,67.22176405,343302313,327847249,1563274,34483,1528791,9331,0.787031542,0.022058193,0.977941807,0.042913643
IDBA_HFk131.fa,idba,IDBA,trimmed reads; k=131,,12908961,28.35035985,19550,15227117,66.23030912,290591481,275364364,1273755,33050,1240705,10764,0.754325102,0.025946905,0.974053095,0.050168151
IDBA_HFk141.fa,idba,IDBA,trimmed reads; k=141,,12940632,28.41991497,19285,15123613,65.78011872,192953588,177829975,805052,31999,773053,11815,0.730337335,0.039747743,0.960252257,0.075392347
IDBA_HFk21.fa,idba,IDBA,trimmed reads; k=21,,11445552,25.13645505,22163,12817587,55.75006412,44982214,32164627,139786,35913,103873,7901,0.819669512,0.25691414,0.74308586,0.39120915
IDBA_HFk31.fa,idba,IDBA,trimmed reads; k=31,,13699370,30.08623771,22889,15332342,66.687985,62203027,46870685,173777,38969,134808,4845,0.889418907,0.224247167,0.775752833,0.358185771
IDBA_HFk41.fa,idba,IDBA,trimmed reads; k=41,,14460539,31.75789936,22968,16324676,71.00413937,67807669,51482993,183684,39916,143768,3898,0.911033003,0.217307985,0.782692015,0.350912975
IDBA_HFk51.fa,idba,IDBA,trimmed reads; k=51,,14494834,31.83321724,22770,16532469,71.90793453,73040705,56508236,195175,39726,155449,4088,0.90669649,0.203540412,0.796459588,0.332450448
IDBA_HFk61.fa,idba,IDBA,trimmed reads; k=61,,14301002,31.40752791,22416,16549661,71.98271109,76364246,59814585,210307,39570,170737,4244,0.903135984,0.188153509,0.811846491,0.311426446
IDBA_HFk71.fa,idba,IDBA,trimmed reads; k=71,,14142014,31.05836217,22157,16552477,71.99495928,79240118,62687641,228432,39453,188979,4361,0.900465605,0.172712229,0.827287771,0.289833459
IDBA_HFk81.fa,idba,IDBA,trimmed reads; k=81,,13798668,30.30431367,20294,15512944,67.47351297,96349360,80836416,317783,32770,285013,11044,0.74793445,0.103120683,0.896879317,0.181251504
IDBA_HFk91.fa,idba,IDBA,trimmed reads; k=91,,13879146,30.48105758,20957,15896071,69.13992295,131447315,115551244,531902,35161,496741,8653,0.802506048,0.066104282,0.933895718,0.122147031
IDBA_HTk101.fa,idba,IDBA,normalized trimmed reads; k=101,,12176833,26.74247737,15749,13386622,58.2250805,20187295,6800673,34213,22235,11978,21579,0.507486192,0.649899161,0.350100839,0.569930921
IDBA_HTk111.fa,idba,IDBA,normalized trimmed reads; k=111,,11960904,26.26825912,15155,13065240,56.82723026,18916419,5851179,30203,20713,9490,23101,0.472748437,0.685792802,0.314207198,0.559682235
IDBA_HTk121.fa,idba,IDBA,normalized trimmed reads; k=121,,11741086,25.78549995,14475,12728977,55.36465514,17743140,5014163,26702,19167,7535,24647,0.437462911,0.7178114,0.2821886,0.543621306
IDBA_HTk131.fa,idba,IDBA,normalized trimmed reads; k=131,,11547267,25.35983917,13818,12409734,53.97610847,16801931,4392197,23827,17766,6061,26048,0.405486831,0.745624711,0.254375289,0.525302701
IDBA_HTk141.fa,idba,IDBA,normalized trimmed reads; k=141,,11379064,24.99043565,13167,12135265,52.78230621,15990624,3855359,21205,16512,4693,27302,0.376865842,0.778684273,0.221315727,0.507913072
IDBA_HTk21.fa,idba,IDBA,normalized trimmed reads; k=21,,11344767,24.91511338,21904,12705756,55.26365545,30738976,18033220,82280,35330,46950,8484,0.806363263,0.429387457,0.570612543,0.560375593
IDBA_HTk31.fa,idba,IDBA,normalized trimmed reads; k=31,,13375198,29.37429871,22314,14983941,65.17261568,35488868,20504927,86452,37433,49019,6381,0.85436162,0.432991718,0.567008282,0.57471635
IDBA_HTk41.fa,idba,IDBA,normalized trimmed reads; k=41,,14010350,30.76920475,22213,15837461,68.88499889,36033807,20196346,86810,37907,48903,5907,0.865180079,0.436666283,0.563333717,0.580398702
