ContigSetID,cbID,contigSet,methodHTML,methodFails,transcriptBaseCoverage,transcriptBaseCoveragePercent,transcriptsPartial,contigBaseCoverage,contigBaseCoveragePercent,contigAssembledBases,contigAdditionalBases,contigsAssembled,contigsTP,contigsFP,contigsFN,contigSensitivity,contigSpecificity,contigFDR,contigF1
transfuse 1 (filter),304,TransLiG (k=25),Transfuse (filter),,28030069,48.54523385,13419,30212796,45.20095486,62286122,32073326,28868,14593,14275,14045,0.509567707,0.505507829,0.494492171,0.507529649
transfuse 2 (vsearch),304,TransLiG (k=25),Transfuse (filter &#8594; vsearch),,27963801,48.43046441,13395,30093100,45.02187929,61116412,31023312,28330,14569,13761,14069,0.50872966,0.514260501,0.485739499,0.511480129
transfuse 3 (transrate),304,TransLiG (k=25),Transfuse (filter &#8594; vsearch &#8594; Transrate),,27957575,48.41968161,13388,30074877,44.99461611,60785049,30710172,28215,14555,13660,14083,0.508240799,0.515860358,0.484139642,0.512022233
TF3 --> Det,305,TransLiG (k=25),Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,27865228,48.25974598,13250,29931476,44.78007581,58124699,28193223,26641,14346,12295,14292,0.500942803,0.5384933,0.4615067,0.51903978
Detonate,306,TransLiG (k=25),Detonate,,27956003,48.41695906,13291,30102505,45.03594999,59768440,29665935,27476,14424,13052,14214,0.503666457,0.524967244,0.475032756,0.514096304
4 merger; IDBA k=1/3RL; rnaSPAdes def; Trinity k-25; TransLiG k=25,401,4 assemblies merged,with trimmed reads: IDBA k=31; rnaSPAdes k=49; TransLiG k=25; with assembly <em>in-silico normalization</em>: Trinity k=25,,35539609,61.55099475,17421,41060732,61.43040497,283148179,242087447,251145,21043,230102,7595,0.734792932,0.08378825,0.91621175,0.150423721
evi ok,402,4 assemblies merged,evigene ok set,,26418906,45.75486311,12214,27792261,41.57962523,52165054,24372793,39036,13894,25142,14744,0.485159578,0.355927861,0.644072139,0.410615598
evi full,402,4 assemblies merged,evigene ok + alt/cull set,,32506859,56.29857964,15339,35907750,53.7210984,104298952,68391202,63004,17523,45481,11115,0.611879321,0.278125198,0.721874802,0.382422907
evi4F --> TF1,403,4 assemblies merged,evigene full set &#8594; Transfuse (filter),,31722184,54.93960221,14967,34650249,51.83976818,85101614,50451365,46861,16828,30033,11810,0.587610867,0.359104586,0.640895414,0.445780739
evi4F --> TF2,403,4 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch),,31472678,54.50748314,14802,34420321,51.49577602,82811617,48391296,45531,16682,28849,11956,0.582512745,0.366387736,0.633612264,0.449837533
evi4F --> TF3,403,4 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,31381956,54.35036185,14752,34244751,51.23310812,81093912,46849161,44617,16597,28020,12041,0.579544661,0.371988256,0.628011744,0.453129479
evi4 --> TF --> Det,404,4 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,31161508,53.96856829,14476,33899211,50.7161504,74502422,40603211,38035,16155,21880,12483,0.564110622,0.424740371,0.575259629,0.484603963
transfuse 1 (filter),405,4 assemblies merged,Transfuse (filter),,33756564,58.46294183,16107,38003007,56.85578401,130493619,92490612,78399,18741,59658,9897,0.654410224,0.239046416,0.760953584,0.350177976
transfuse 2 (vsearch),405,4 assemblies merged,Transfuse (filter &#8594; vsearch),,33406746,57.85709257,15910,37462038,56.04644762,109185385,71723347,65346,18487,46859,10151,0.64554089,0.282909436,0.717090564,0.393407388
transfuse 3 (transrate),405,4 assemblies merged,Transfuse (filter &#8594; vsearch &#8594; Transrate),,33193336,57.48748812,15785,37047655,55.42649483,102970493,65922838,61744,18270,43474,10368,0.637963545,0.295899197,0.704100803,0.404284039
TF3 --> Det,406,4 assemblies merged,Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,32979173,57.11657954,15450,36663877,54.85232976,92449619,55785742,49703,17658,32045,10980,0.616593338,0.355270306,0.644729694,0.450798432
ORP 1 (orthomerged),408,4 assemblies merged,ORP (orthomerged),,30340271,52.54626918,15149,33426479,50.00890246,91451473,58024994,104598,18129,86469,10509,0.633040017,0.173320714,0.826679286,0.272133658
ORP 2 (cd-hit),408,4 assemblies merged,ORP (orthomerged &#8594; cd-hit c=1; original method used c=0.98),,30307087,52.48879786,15067,33349159,49.89322506,87057859,53708700,94223,17957,76266,10681,0.627034011,0.190579795,0.809420205,0.292314079
ORP 3 (High exp),408,4 assemblies merged,ORP (orthomerged &#8594; cd-hit &#8594; high expression TPM&#8805;0.05; original method used TPM&#8805;1),,29967223,51.90018792,14750,32798344,49.0691582,75583385,42785041,69122,17238,51884,11400,0.601927509,0.249385145,0.750614855,0.352659574
ORP 4 (with blast),408,4 assemblies merged,ORP (orthomerged &#8594; cd-hit &#8594; high expression &#8594;  blast recovery of low exp.),,30276349,52.43556277,14968,33237951,49.72684828,82089917,48851966,73688,17593,56095,11045,0.614323626,0.238749864,0.761250136,0.343861775
15 merger: IDBA 1/3  1/2; rnaSPAdes def; Soap 1/3 1/2; TransLiG k=25 31 + norm; Trinity k=25,501,15 assemblies merged,with trimmed reads: IDBA k=31 41; rnaSPAdes k=49; Soap 25 41; TransLiG k=25 31 <br />with BBNorm normalized reads: IDBA k=31 41; rnaSPAdes k=49; Soap 25 41; TransLiG k=25 31 <br />with assembly <em>in-silico normalization</em>: Trinity k=25,,36688647,63.54101192,18224,43213296,64.65082681,832467866,789254570,760250,22406,737844,6232,0.782387038,0.029471884,0.970528116,0.056804008
evi ok,502,15 assemblies merged,evigene ok set,,25831327,44.73723593,12361,27203200,40.69833905,57689445,30486245,49907,14186,35721,14452,0.495355821,0.284248703,0.715751297,0.361219683
evi full,502,15 assemblies merged,evigene ok + alt/cull set,,33240237,57.56871589,16196,37079347,55.4739088,157451551,120372204,99116,18681,80435,9957,0.652315106,0.188476129,0.811523871,0.292452682
evi4F --> TF1,503,15 assemblies merged,evigene full set &#8594; Transfuse (filter),,31740135,54.97069152,15458,34849986,52.138592,102619234,67769248,58319,17533,40786,11105,0.612228508,0.300639586,0.699360414,0.403256782
evi4F --> TF2,503,15 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch),,31652675,54.81921967,15372,34675557,51.87763114,99733494,65057937,56270,17422,38848,11216,0.608352539,0.309614359,0.690385641,0.410373581
evi4F --> TF3,503,15 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,31503485,54.56083774,15297,34441799,51.52790896,95769492,61327693,54245,17304,36941,11334,0.604232139,0.318997143,0.681002857,0.417552453
evi4 --> TF --> Det,504,15 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,31267059,54.15137191,14982,34117459,51.04266828,86071647,51954188,45142,16827,28315,11811,0.587575948,0.372757078,0.627242922,0.456139875
transfuse 1 (filter),505,15 assemblies merged,Transfuse (filter),,33430098,57.89753586,16273,37471691,56.06088934,137587880,100116189,83704,18907,64797,9731,0.660206718,0.225879289,0.774120711,0.336597176
transfuse 2 (vsearch),505,15 assemblies merged,Transfuse (filter &#8594; vsearch),,33117864,57.35677827,15998,36996239,55.34957205,108302345,71306106,66186,18580,47606,10058,0.648788323,0.28072402,0.71927598,0.391883911
transfuse 3 (transrate),505,15 assemblies merged,Transfuse (filter &#8594; vsearch &#8594; Transrate),,32829199,56.8568398,15795,36564747,54.70402271,100224863,63660116,61279,18317,42962,10321,0.639604721,0.298911536,0.701088464,0.407420176
TF3 --> Det,506,15 assemblies merged,Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,32637804,56.52536309,15485,36233955,54.20912928,91718259,55484304,50390,17751,32639,10887,0.619840771,0.352272276,0.647727724,0.449233183
ORP 1 (orthomerged),508,15 assemblies merged,ORP (orthomerged),,27120479,46.96991632,14677,29249908,43.76039116,89248352,59998444,139069,17513,121556,11125,0.611530135,0.125930294,0.874069706,0.208852344
ORP 2 (cd-hit),508,15 assemblies merged,ORP (orthomerged &#8594; cd-hit c=1; original method used c=0.98),,27042682,46.83517981,14497,29139663,43.59545511,75982747,46843084,102336,17222,85114,11416,0.601368811,0.168288774,0.831711226,0.262983493
ORP 3 (High exp),508,15 assemblies merged,ORP (orthomerged &#8594; cd-hit &#8594; high expression TPM&#8805;0.05; original method used TPM&#8805;1),,26955330,46.68389502,14378,29018706,43.41449298,71444242,42425536,90216,17061,73155,11577,0.59574691,0.189112796,0.810887204,0.287091726
ORP 4 (with blast),508,15 assemblies merged,ORP (orthomerged &#8594; cd-hit &#8594; high expression &#8594;  blast recovery of low exp.),,27037503,46.82621031,14453,29124919,43.57339681,73832178,44707259,92783,17143,75640,11495,0.598610238,0.18476445,0.81523555,0.282372901
All + norm,601,all (58) assemblies merged,with trimmed reads: IDBA k=21-71 step 10; rnaSPAdes k=29 33 49 55; Soap k=21-31 step 2 &amp; k=41-71 step 10; TransLiG k=21-31 step 2 <br />with BBNorm normalized reads: IDBA k=21-71 step 10; rnaSPAdes k=29 33 49 55; Soap k=21-31 step 2 &amp; k=41-71 step 10; TransLiG k=21-31 step 2 <br />with assembly <em>in-silico normalization</em>: Trinity k=21-31 step 2,,37703864,65.2992647,18873,45098654,67.47148538,3008008945,2962910291,2917784,23675,2894109,4963,0.826698792,0.008114034,0.991885966,0.016070339
evigene full,602,all (58) assemblies merged,evigene ok + alt/cull set,,33974685,58.84070526,17209,38329416,57.3441201,275157169,236827753,169633,20151,149482,8487,0.703645506,0.118791745,0.881208255,0.203267245
evi4F --> TF1,603,all (58) assemblies merged,evigene full set &#8594; Transfuse (filter),,31724183,54.94306427,16066,34865707,52.16211198,122243236,87377529,70480,18273,52207,10365,0.638068301,0.25926504,0.74073496,0.36871204
evi4F --> TF2,603,all (58) assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch),,31638557,54.79476873,15953,34793479,52.05405265,118993852,84200373,67965,18201,49764,10437,0.635554159,0.267799603,0.732200397,0.376820596
evi4F --> TF3,603,all (58) assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,31333201,54.26592314,15794,34369729,51.42008601,110436047,76066318,63714,17972,45742,10666,0.62755779,0.282073014,0.717926986,0.389206514
evi4 --> TF --> Det,604,all (58) assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,31070243,53.81050658,15436,33930108,50.76237499,96693896,62763788,51539,17403,34136,11235,0.607689084,0.337666621,0.662333379,0.434114522
con2-eviFull Best evi set,606,all (58) assemblies merged,intersection of consensus 2 and evigene full sets,,20358908,35.25956179,10950,22128518,33.10617604,70253061,48124543,32384,12099,20285,16539,0.42248062,0.373610425,0.626389575,0.396545508
con2/evi4 -- Transfuse 1,607,all (58) assemblies merged,con2 U evigene full &#8594; Transfuse (filter),,19864064,34.40254222,10617,21334700,31.91855569,57530845,36196145,25708,11637,14071,17001,0.406348209,0.45266065,0.54733935,0.428255989
con2/evi4 -- Transfuse 2,607,all (58) assemblies merged,con2 U evigene full &#8594; Transfuse (filter &#8594; vsearch),,19842529,34.36524579,10601,21346199,31.93575918,57384107,36037908,25675,11612,14063,17026,0.405475243,0.452268744,0.547731256,0.427595603
con2/evi4 -- Transfuse 3,607,all (58) assemblies merged,con2 U evigene full &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,19781714,34.25992038,10563,21280080,31.83683944,56407006,35126926,25349,11578,13771,17060,0.404288009,0.456743856,0.543256144,0.428918073
con2/evi4 --TF--Det,608,all (58) assemblies merged,con2 U evigene full &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,19619382,33.97877784,10319,21051771,31.49526944,52020770,30968999,21872,11218,10654,17420,0.391717299,0.512893197,0.487106803,0.444189269
consensus 2,605,all (58) assemblies merged,consensus 2,,36299636,62.86728436,17529,42223476,63.16997052,303604545,261381069,137494,20908,116586,7730,0.730078916,0.152064817,0.847935183,0.251703465
consensus 3,605,all (58) assemblies merged,consensus 3,,34751757,60.18651507,16447,39513724,59.11594725,200967894,161454170,77820,19040,58780,9598,0.664850897,0.244667181,0.755332819,0.35769975
consensus 4,605,all (58) assemblies merged,consensus 4,,31551069,54.6432484,14442,34762438,52.00761263,113592972,78830534,42901,16200,26701,12438,0.565681961,0.377613575,0.622386425,0.452899817
consensus 5,605,all (58) assemblies merged,consensus 5,,22105443,38.2843831,9735,23540602,35.21877579,49093344,25552742,15085,10301,4784,18337,0.359696906,0.682863772,0.317136228,0.471193651
consensus 2 -- Transfuse 1,609,all (58) assemblies merged,consensus 2 &#8594; Transfuse (filter),,34088757,59.03826638,16215,38477664,57.56591192,139215711,100738047,67210,18842,48368,9796,0.657937007,0.280345187,0.719654813,0.393164177
consensus 2 -- Transfuse 2,609,all (58) assemblies merged,consensus 2 &#8594; Transfuse (filter &#8594; vsearch),,33987630,58.86312469,16204,38397671,57.44623548,138292501,99894830,66935,18853,48082,9785,0.658321112,0.281661313,0.718338687,0.394525651
consensus 2 -- Transfuse 3,609,all (58) assemblies merged,consensus 2 &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,33635536,58.25333362,16029,37822995,56.5864705,126921328,89098333,63175,18603,44572,10035,0.649591452,0.294467748,0.705532252,0.405236731
consensus 2 -- TF--Det,610,all (58) assemblies merged,consensus 2 &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,33343855,57.74817174,15705,37384918,55.93106943,109268716,71883798,50680,18052,32628,10586,0.630351282,0.356195738,0.643804262,0.455180413
consensus 2 -- evi4Full,611,all (58) assemblies merged,consensus 2 &#8594; evigene full set,,32875012,56.93618326,15521,36537723,54.66359247,144323922,107786199,59060,17521,41539,11117,0.611809484,0.296664409,0.703335591,0.399575817
Trinity k=25 -- Compacta d=0,701,Trinity (k=25),Compacta (d=0.0),,8727028,15.11432652,6560,9269640,13.86818284,13602768,4333128,23638,8015,15623,20623,0.279872896,0.33907268,0.66092732,0.306641671
Trinity k=25 -- Compacta d=0.3,701,Trinity (k=25),Compacta (d=0.3),,16173465,28.01079943,9565,16868779,25.23715177,23606308,6737529,31644,11371,20273,17267,0.397059851,0.359341423,0.640658577,0.37726021
Trinity k=25 -- Compacta d=1,701,Trinity (k=25),Compacta (d=1.0),,27744888,48.05132931,14029,30383160,45.45583413,64291143,33907983,61190,16375,44815,12263,0.571792723,0.267609086,0.732390914,0.364585653
con2--Tf--Det--Compacta d=0,702,consensus 2,Compacta (d=0.0),,8697801,15.06370832,6421,9499992,14.21280935,17670519,8170527,17116,7550,9566,21088,0.263635729,0.441107735,0.558892265,0.33002579
con2--Tf--Det--Compacta d=0.3,702,consensus 2,Compacta (d=0.3),,9817399,17.00273839,6826,10638594,15.91625638,19264927,8626333,17796,7961,9835,20677,0.27798729,0.447347719,0.552652281,0.342895292
con2--Tf--Det--Compacta d=1,702,consensus 2,Compacta (d=1.0),,15018809,26.01105246,9005,16430795,24.58188984,33644905,17214110,24179,10378,13801,18260,0.362385641,0.429215435,0.570784565,0.392979533
Trinity k=25 -- Grouper (with orphaned reads and min cut filter),705,Trinity (k=25),Grouper (with orphaned reads and min cut filters),,20155642,34.90752571,10221,20814541,31.14035285,25602905,4788364,17859,11376,6483,17262,0.397234444,0.636989753,0.363010247,0.489321892
Trinity k=25 -- Grouper (without orphaned reads and min cut filter),705,Trinity (k=25),Grouper (without orphaned reads or min cut filters),,20223704,35.02540219,10267,20906656,31.27816486,25822841,4916185,18172,11451,6721,17187,0.399853342,0.630145278,0.369854722,0.489254433
con2--Tf--Det--Grouper (with orphaned reads and min cut filter),706,consensus 2,Grouper (with orphaned reads and min cut filters),,19053625,32.99894415,8958,19595700,29.31686134,25892220,6296520,12752,9664,3088,18974,0.337453733,0.757841907,0.242158093,0.466972699
con2--Tf--Det--Grouper (without orphaned reads and min cut filter),706,consensus 2,Grouper (without orphaned reads or min cut filters),,19104639,33.08729522,8978,19656473,29.407783,25966147,6309674,12790,9684,3106,18954,0.338152106,0.757154027,0.242845973,0.467509897
Trinity k=25 -- Corset d=0; clusters,703,Trinity (k=25),Corset clusters (d=0.0),,30876297,53.4746118,15094,34472211,51.57340794,76175049,41702838,53696,17234,36462,11404,0.601787834,0.320955006,0.679044994,0.418636286
Trinity k=25 -- Corset d=0.3; clusters,703,Trinity (k=25),Corset clusters (d=0.3),,25394528,43.98074441,12207,26474309,39.60785509,41103804,14629495,37977,13917,24060,14721,0.485962707,0.366458646,0.633541354,0.417833821
Trinity k=25 -- Corset d=1; clusters,703,Trinity (k=25),Corset clusters (d=1.0),,21899663,37.92799303,10495,22468383,33.61464347,26658188,4189805,17410,11665,5745,16973,0.407325931,0.670017231,0.329982769,0.50664524
con2--Tf--Det--Corset d=0; clusters,704,consensus 2,Corset clusters (d=0.0),,30206653,52.31485637,14323,33420830,50.00045107,86274007,52853177,35241,15985,19256,12653,0.558174454,0.453590988,0.546409012,0.500477465
con2--Tf--Det--Corset d=0.3; clusters,704,consensus 2,Corset clusters (d=0.3),,23704652,41.05405073,11011,24752064,37.03122768,39425833,14673769,20152,12117,8035,16521,0.423109156,0.60128027,0.39871973,0.496700143
con2--Tf--Det--Corset d=1; clusters,704,consensus 2,Corset clusters (d=1.0),,14006287,24.25746715,7133,14401195,21.54543277,18771301,4370106,10768,7794,2974,20844,0.272155877,0.723811293,0.276188707,0.395574278
Trinity k=25 -- Corset; super-clusters,703,Trinity (k=25),Corset superclusters,,8814496,15.26581221,5783,9308588,13.92645242,11969530,2660942,11959,6779,5180,21859,0.236713458,0.566853416,0.433146584,0.333965564
con2--Tf--Det--Corset; super-clusters,704,consensus 2,Corset superclusters,,5743493,9.947146788,3934,6137264,9.18187754,9005994,2868730,7296,4524,2772,24114,0.157971925,0.620065789,0.379934211,0.251794957
IDBA_HFk21.fa,idba,IDBA,trimmed reads; k=21,,19001726,32.90906035,14368,20303745,30.37615788,51880231,31576486,84162,16729,67433,11909,0.584153921,0.198771417,0.801228583,0.296613475
IDBA_HFk31.fa,idba,IDBA,trimmed reads; k=31,,28606708,49.54391406,15541,31740438,47.48643936,74751178,43010740,77108,18108,59000,10530,0.632306725,0.234839446,0.765160554,0.342481039
IDBA_HFk41.fa,idba,IDBA,trimmed reads; k=41,,30816404,53.3708832,15730,34405314,51.47332425,79308789,44903475,76079,18421,57658,10217,0.64323626,0.242129891,0.757870109,0.351824441
IDBA_HFk51.fa,idba,IDBA,trimmed reads; k=51,,31589316,54.70948832,15729,35262893,52.75633657,79915293,44652400,75290,18446,56844,10192,0.644109226,0.244999336,0.755000664,0.354976522
IDBA_HFk61.fa,idba,IDBA,trimmed reads; k=61,,32038172,55.48686134,15727,35775460,53.52318112,79838219,44062759,74066,18435,55631,10203,0.64372512,0.24889963,0.75110037,0.358992834
IDBA_HFk71.fa,idba,IDBA,trimmed reads; k=71,,31987660,55.39937969,15481,35531351,53.15797295,77796049,42264698,72146,18090,54056,10548,0.63167819,0.250741552,0.749258448,0.358985553
IDBA_HTk21.fa,idba,IDBA,normalized trimmed reads; k=21,,19047624,32.98855103,13955,20062660,30.01547387,45134867,25072207,64464,15641,48823,12997,0.546162442,0.242631546,0.757368454,0.335997078
IDBA_HTk31.fa,idba,IDBA,normalized trimmed reads; k=31,,26642935,46.14285859,14818,28872915,43.19637704,60709382,31836467,59138,16664,42474,11974,0.58188421,0.281781596,0.718218404,0.379693766
IDBA_HTk41.fa,idba,IDBA,normalized trimmed reads; k=41,,27903335,48.32574343,14864,30378706,45.44917056,60878730,30500024,57244,16766,40478,11872,0.585445911,0.292886591,0.707113409,0.3904427
IDBA_HTk51.fa,idba,IDBA,normalized trimmed reads; k=51,,28156341,48.76392414,14740,30622937,45.81456125,59930466,29307529,55895,16621,39274,12017,0.580382708,0.297361124,0.702638876,0.393242876
IDBA_HTk61.fa,idba,IDBA,normalized trimmed reads; k=61,,28064342,48.60459121,14542,30551291,45.70737264,58350640,27799349,54524,16416,38108,12222,0.573224387,0.301078424,0.698921576,0.3947957
IDBA_HTk71.fa,idba,IDBA,normalized trimmed reads; k=71,,28025100,48.53662805,14419,30456023,45.56484348,57592742,27136719,53380,16232,37148,12406,0.566799357,0.304083927,0.695916073,0.395815553
rnaSPAdes_HFk29.fa,102,rnaSPAdes,trimmed reads; k=29,,28825353,49.922585,13828,31301287,46.8294315,67361721,36060434,60674,16225,44449,12413,0.566554927,0.26741273,0.73258727,0.363333035
rnaSPAdes_HFk33.fa,102,rnaSPAdes,trimmed reads; k=33,,29165815,50.51223062,13754,31706245,47.43528368,66482976,34776731,59963,16122,43841,12516,0.562958307,0.268865801,0.731134199,0.363923658
rnaSPAdes_HFk49.fa,102,rnaSPAdes,trimmed reads; k=49,,29219039,50.60440919,13318,31559122,47.21517495,61266984,29707862,58849,15655,43194,12983,0.546651302,0.266019813,0.733980187,0.357881742
rnaSPAdes_HFk55.fa,102,rnaSPAdes,trimmed reads; k=55,,29039907,50.29417075,13260,31164874,46.62534586,59313848,28148974,58941,15507,43434,13131,0.541483344,0.263093602,0.736906398,0.354125989
rnaSPAdes_HTk29.fa,102,rnaSPAdes,normalized trimmed reads; k=29,,25391341,43.97522485,13091,26970930,40.35084305,51216226,24245296,46071,14903,31168,13735,0.520392486,0.323478978,0.676521022,0.398961303
rnaSPAdes_HTk33.fa,102,rnaSPAdes,normalized trimmed reads; k=33,,25648035,44.41979279,12939,27206019,40.70255651,50428468,23222449,45397,14753,30644,13885,0.51515469,0.324977421,0.675022579,0.39854123
rnaSPAdes_HTk49.fa,102,rnaSPAdes,normalized trimmed reads; k=49,,25390051,43.9729907,12581,26668798,39.89882745,46193622,19524824,44508,14290,30218,14348,0.498987359,0.321065876,0.678934124,0.390725399
rnaSPAdes_HTk55.fa,102,rnaSPAdes,normalized trimmed reads; k=55,,25025795,43.34213628,12430,26209085,39.21105706,44668033,18458948,44618,14132,30486,14506,0.493470214,0.316733157,0.683266843,0.385825052
SOAPdenovo_HFk21.fa,103,SOAPdenovo-Trans,trimmed reads; k=21,,24748777,42.86236923,12559,25868492,38.70150049,45631755,19763263,57044,14525,42519,14113,0.50719324,0.254628006,0.745371994,0.339044373
SOAPdenovo_HFk23.fa,103,SOAPdenovo-Trans,trimmed reads; k=23,,24970128,43.24572669,12512,26157351,39.13365852,45326953,19169602,55833,14463,41370,14175,0.505028284,0.259040352,0.740959648,0.342437049
SOAPdenovo_HFk25.fa,103,SOAPdenovo-Trans,trimmed reads; k=25,,25056096,43.39461454,12537,26219592,39.22677644,44910406,18690814,54841,14377,40464,14261,0.502025281,0.262157875,0.737842125,0.344445909
SOAPdenovo_HFk27.fa,103,SOAPdenovo-Trans,trimmed reads; k=27,,25067601,43.41454003,12554,26249346,39.271291,44414773,18165427,54304,14354,39950,14284,0.501222152,0.264326753,0.735673247,0.346121386
SOAPdenovo_HFk29.fa,103,SOAPdenovo-Trans,trimmed reads; k=29,,24776267,42.90997912,12640,25941508,38.81073874,43739389,17797881,53870,14414,39456,14224,0.503317271,0.267570076,0.732429924,0.349396422
SOAPdenovo_HFk31.fa,103,SOAPdenovo-Trans,trimmed reads; k=31,,24438307,42.32466671,12684,25493273,38.14014042,42927549,17434276,53848,14444,39404,14194,0.50436483,0.268236518,0.731763482,0.350217007
SOAPdenovo_HFk41.fa,103,SOAPdenovo-Trans,trimmed reads; k=41,,21777114,37.7157506,12514,22551223,33.73857927,38288759,15737536,52728,13920,38808,14718,0.486067463,0.263996359,0.736003641,0.342157658
