ContigSetID,cbID,contigSet,methodHTML,methodFails,transcriptBaseCoverage,transcriptBaseCoveragePercent,transcriptsPartial,contigBaseCoverage,contigBaseCoveragePercent,contigAssembledBases,contigAdditionalBases,contigsAssembled,contigsTP,contigsFP,contigsFN,contigSensitivity,contigSpecificity,contigFDR,contigF1
evi4 --> TF --> Det,303,TransLiG (k=25),evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,24726609,11.94433653,14238,31120157,33.99383762,61160182,30040025,38356,20875,17481,23058,0.47515535,0.544243404,0.455756596,0.507358213
transfuse 1 (filter),304,TransLiG (k=25),Transfuse (filter),,26122853,12.61880056,15328,33955347,37.0908332,79544790,45589443,54658,24460,30198,19473,0.55675688,0.447509971,0.552490029,0.496191336
transfuse 2 (vsearch),304,TransLiG (k=25),Transfuse (filter &#8594; vsearch),,25928866,12.52509397,15262,33823674,36.94700132,78430777,44607103,53967,24490,29477,19443,0.557439738,0.453795838,0.546204162,0.500306435
transfuse 3 (transrate),304,TransLiG (k=25),Transfuse (filter &#8594; vsearch &#8594; Transrate),,25917583,12.51964365,15252,33801470,36.92274697,78007150,44205680,53692,24455,29237,19478,0.55664307,0.455468226,0.544531774,0.50099872
TF3 --> Det,305,TransLiG (k=25),Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,25736876,12.43235205,15021,33435288,36.52275119,72228812,38793524,48496,23433,25063,20500,0.533380375,0.48319449,0.51680551,0.507048654
Detonate,306,TransLiG (k=25),Detonate,,25973294,12.54655519,15119,33675107,36.78471543,74201927,40526820,50051,23556,26495,20377,0.536180092,0.470639947,0.529360053,0.501276813
"4 merger, IDBA k=1/3RL, rnaSPAdes def, Trinity k-25, TransLiG k=25",401,4 assemblies merged,with trimmed reads: IDBA k=31; rnaSPAdes k=49; TransLiG k=25; with assembly <em>in-silico normalization</em>: Trinity k=25,,34670065,16.74758249,19757,47885330,52.30713111,407568475,359683145,576520,37848,538672,6085,0.861493638,0.065649067,0.934350933,0.122001183
evi ok,402,4 assemblies merged,evigene ok set,,24413758,11.79321198,14805,31824049,34.76272803,75272862,43448813,82844,26361,56483,17572,0.600027314,0.318200473,0.681799527,0.415864076
evi full,402,4 assemblies merged,evigene ok + alt/cull set,,31141552,15.04311316,17547,41455688,45.28376661,155466404,114010716,135408,31393,104015,12540,0.714565361,0.231840069,0.768159931,0.35009284
evi4F --> TF1,403,4 assemblies merged,evigene full set &#8594; Transfuse (filter),,30002735,14.49300079,16981,40050753,43.74909786,121153138,81102385,93822,29769,64053,14164,0.677599982,0.317292319,0.682707681,0.432202098
evi4F --> TF2,403,4 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch),,29805195,14.39757791,16900,39804504,43.48010987,118446694,78642190,91937,29646,62291,14287,0.674800264,0.322459945,0.677540055,0.436387724
evi4F --> TF3,403,4 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,29695717,14.3446939,16851,39637237,43.29739719,115431671,75794434,89814,29540,60274,14393,0.672387499,0.328901953,0.671098047,0.441729534
evi4 --> TF --> Det,404,4 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,29290677,14.14903691,16525,39046980,42.652635,103915102,64868122,76624,28452,48172,15481,0.647622516,0.371319691,0.628680309,0.472009091
transfuse 1 (filter),405,4 assemblies merged,Transfuse (filter),,32385900,15.64420291,18213,44838221,48.97864763,196095986,151257765,165673,34386,131287,9547,0.782691826,0.207553434,0.792446566,0.328101295
transfuse 2 (vsearch),405,4 assemblies merged,Transfuse (filter &#8594; vsearch),,32020810,15.467844,18020,44485815,48.59369995,164627651,120141836,141213,34145,107068,9788,0.7772062,0.241797851,0.758202149,0.368844047
transfuse 3 (transrate),405,4 assemblies merged,Transfuse (filter &#8594; vsearch &#8594; Transrate),,31802736,15.36250205,17911,44231458,48.31585525,157606088,113374630,134973,33990,100983,9943,0.773678101,0.251828143,0.748171857,0.379976077
TF3 --> Det,406,4 assemblies merged,Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,31298616,15.11898386,17512,43447440,47.45943989,136622696,93175256,110548,32839,77709,11094,0.747479116,0.297056482,0.702943518,0.425152608
ORP 1 (orthomerged),408,4 assemblies merged,ORP (orthomerged),,24224450,11.70176562,16645,33337540,36.415977,206492073,173154533,223565,32471,191094,11462,0.739102725,0.145241876,0.854758124,0.242775647
ORP 2 (cd-hit),408,4 assemblies merged,ORP (orthomerged &#8594; cd-hit c=1; original method used c=0.98),,24189779,11.68501759,16590,33299913,36.37487546,195524478,162224565,203042,32400,170642,11533,0.737486627,0.159572896,0.840427104,0.262374734
ORP 3 (High exp),408,4 assemblies merged,ORP (orthomerged &#8594; cd-hit &#8594; high expression TPM&#8805;0.05; original method used TPM&#8805;1),,23782485,11.48827178,16023,32412795,35.4058397,162409545,129996750,137170,30239,106931,13694,0.68829809,0.220449078,0.779550922,0.333942563
ORP 4 (with blast),408,4 assemblies merged,ORP (orthomerged &#8594; cd-hit &#8594; high expression &#8594;  blast recovery of low exp.),,24130687,11.65647284,16367,32857869,35.89201248,172735459,139877590,146932,30862,116070,13071,0.702478774,0.210042741,0.789957259,0.323390878
"15 merger: IDBA 1/3, 1/2; rnaSPAdes def, Soap 1/3,1/2; TransLiG k=25,31 + norm; Trinity k=25",501,15 assemblies merged,with trimmed reads: IDBA k=31 41; rnaSPAdes k=49; Soap 25 41; TransLiG k=25 31 <br />with BBNorm normalized reads: IDBA k=31 41; rnaSPAdes k=49; Soap 25 41; TransLiG k=25 31 <br />with assembly <em>in-silico normalization</em>: Trinity k=25,,36511294,17.63699918,20547,50139658,54.76962704,1285140878,1235001220,1808861,38924,1769937,5009,0.885985478,0.021518514,0.978481486,0.042016544
evi ok,502,15 assemblies merged,evigene ok set,,24156200,11.66879705,14973,31620563,34.54045184,83933356,52312793,96147,27044,69103,16889,0.615573715,0.281277627,0.718722373,0.386122216
evi full,502,15 assemblies merged,evigene ok + alt/cull set,,32339168,15.62162874,18197,43288339,47.28564727,228409587,185121248,191454,33119,158335,10814,0.753852457,0.172986723,0.827013277,0.281400417
evi4F --> TF1,503,15 assemblies merged,evigene full set &#8594; Transfuse (filter),,30344456,14.65807116,17366,40933056,44.71287401,149289166,108356110,115016,31264,83752,12669,0.711629072,0.271823051,0.728176949,0.393384041
evi4F --> TF2,503,15 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch),,30212948,14.59454544,17294,40820003,44.58938153,145753245,104933242,112310,31212,81098,12721,0.710445451,0.277909358,0.722090642,0.399531499
evi4F --> TF3,503,15 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,29983687,14.48379954,17196,40501611,44.24158875,139343573,98841962,107951,31008,76943,12925,0.705802017,0.287241434,0.712758566,0.408311606
evi4 --> TF --> Det,504,15 assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,29485047,14.2429285,16805,39789990,43.46425563,119307165,79517175,88161,29824,58337,14109,0.678851888,0.338290174,0.661709826,0.451557224
transfuse 1 (filter),505,15 assemblies merged,Transfuse (filter),,31011933,14.98049992,17764,42938763,46.90379091,201459549,158520786,177338,33402,143936,10531,0.760294084,0.188352186,0.811647814,0.301910327
transfuse 2 (vsearch),505,15 assemblies merged,Transfuse (filter &#8594; vsearch),,30541729,14.75336507,17506,42554395,46.48392981,162004553,119450158,145479,33084,112395,10849,0.753055789,0.227414266,0.772585734,0.349333728
transfuse 3 (transrate),505,15 assemblies merged,Transfuse (filter &#8594; vsearch &#8594; Transrate),,30324970,14.64865833,17350,42178218,46.07301608,149914914,107736696,128472,32448,96024,11485,0.7385792,0.252568653,0.747431347,0.376415997
TF3 --> Det,506,15 assemblies merged,Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,29987827,14.48579939,16997,41577106,45.41639652,128404587,86827481,103363,31350,72013,12583,0.713586598,0.30330002,0.69669998,0.425673474
ORP 1 (orthomerged),508,15 assemblies merged,ORP (orthomerged),,22504913,10.87113298,16623,31529369,34.44083685,208927442,177398073,266618,32691,233927,11242,0.74411035,0.122613627,0.877386373,0.210535468
ORP 2 (cd-hit),508,15 assemblies merged,ORP (orthomerged &#8594; cd-hit c=1; original method used c=0.98),,22411116,10.82582377,16462,31478513,34.38528474,188927420,157448907,218204,32566,185638,11367,0.741265108,0.14924566,0.85075434,0.248465497
ORP 3 (High exp),508,15 assemblies merged,ORP (orthomerged &#8594; cd-hit &#8594; high expression TPM&#8805;0.05; original method used TPM&#8805;1),,22352436,10.79747805,16312,31399769,34.2992694,157002289,125602520,187357,32325,155032,11608,0.735779482,0.172531584,0.827468416,0.279519218
ORP 4 (with blast),508,15 assemblies merged,ORP (orthomerged &#8594; cd-hit &#8594; high expression &#8594;  blast recovery of low exp.),,22400566,10.82072753,16397,31442452,34.34589381,167707146,136264694,192612,32410,160202,11523,0.737714247,0.168265736,0.831734264,0.274028198
All + norm,601,all (58) assemblies merged,with trimmed reads: IDBA k=21-71 step 10; rnaSPAdes k=29 33 49 55; Soap k=21-31 step 2 &amp; k=41-71 step 10; TransLiG k=21-31 step 2 <br />with BBNorm normalized reads: IDBA k=21-71 step 10; rnaSPAdes k=29 33 49 55; Soap k=21-31 step 2 &amp; k=41-71 step 10; TransLiG k=21-31 step 2 <br />with assembly <em>in-silico normalization</em>: Trinity k=21-31 step 2,,38883354,18.78283697,21381,53426063,58.35950347,4653804781,4600378718,6844896,40232,6804664,3701,0.915758086,0.005877664,0.994122336,0.01168036
evigene full,602,all (58) assemblies merged,evigene ok + alt/cull set,,33766459,16.3110902,19007,45404518,49.59723732,423512070,378107552,341246,35329,305917,8604,0.804156329,0.103529419,0.896470581,0.183441984
evi4F --> TF1,603,all (58) assemblies merged,evigene full set &#8594; Transfuse (filter),,30365228,14.6681052,17653,41468331,45.29757708,183892478,142424147,145783,32750,113033,11183,0.745453304,0.224648965,0.775351035,0.345252904
evi4F --> TF2,603,all (58) assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch),,30302751,14.63792531,17609,41437165,45.26353317,179569877,138132712,142463,32736,109727,11197,0.745134637,0.22978598,0.77021402,0.351252173
evi4F --> TF3,603,all (58) assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,29891143,14.4390956,17460,40899607,44.67633628,167182639,126283032,134101,32386,101715,11547,0.73716796,0.241504538,0.758495462,0.363818147
evi4 --> TF --> Det,604,all (58) assemblies merged,evigene full set &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,29431629,14.21712461,17065,40091429,43.79352994,135411762,95320333,102815,31038,71777,12895,0.706484875,0.301882021,0.698117979,0.423010876
con2-eviFull Best evi set,606,all (58) assemblies merged,intersection of consensus 2 and evigene full sets,,23141787,11.17877877,14613,30177622,32.96426757,119307851,89130229,77664,24589,53075,19344,0.559693169,0.316607437,0.683392563,0.40443432
con2/evi4 -- Transfuse 1,607,all (58) assemblies merged,con2 U evigene full &#8594; Transfuse (filter),,22388299,10.81480188,14233,29235049,31.934656,97301662,68066613,60162,23563,36599,20370,0.536339426,0.391659187,0.608340813,0.452721072
con2/evi4 -- Transfuse 2,607,all (58) assemblies merged,con2 U evigene full &#8594; Transfuse (filter &#8594; vsearch),,22287139,10.76593594,14187,29205553,31.9024363,96787096,67581543,60074,23542,36532,20391,0.535861425,0.391883344,0.608116656,0.452700299
con2/evi4 -- Transfuse 3,607,all (58) assemblies merged,con2 U evigene full &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,22205194,10.72635192,14148,29094741,31.78139176,94867226,65772485,59098,23449,35649,20484,0.533744566,0.396781617,0.603218383,0.455183391
con2/evi4 --TF--Det,608,all (58) assemblies merged,con2 U evigene full &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,21912332,10.58488318,13793,28545894,31.18186343,84381736,55835842,50636,22312,28324,21621,0.507864248,0.440635121,0.559364879,0.471867102
consensus 2,605,all (58) assemblies merged,consensus 2,,35448564,17.12364109,19374,50114892,54.74257412,404721400,354606508,279343,37245,242098,6688,0.847768192,0.133330708,0.866669292,0.230422302
consensus 3,605,all (58) assemblies merged,consensus 3,,32798917,15.84371324,18030,46228607,50.4974239,258850163,212621556,153447,34183,119264,9750,0.778071154,0.22276747,0.77723253,0.346367413
consensus 4,605,all (58) assemblies merged,consensus 4,,28557999,13.79511241,16094,39467590,43.11208474,146767573,107299983,83820,29090,54730,14843,0.662144629,0.347053209,0.652946791,0.455410049
consensus 5,605,all (58) assemblies merged,consensus 5,,18122450,8.754157983,10790,23429681,25.59321187,53112039,29682358,24959,15776,9183,28157,0.359092254,0.632076606,0.367923394,0.45799222
consensus 2 -- Transfuse 1,609,all (58) assemblies merged,consensus 2 &#8594; Transfuse (filter),,32662479,15.77780605,18102,46269218,50.54178498,206924960,160655742,144338,34686,109652,9247,0.789520406,0.240310937,0.759689063,0.368468856
consensus 2 -- Transfuse 2,609,all (58) assemblies merged,consensus 2 &#8594; Transfuse (filter &#8594; vsearch),,32440864,15.6707536,18005,45972086,50.21721538,204755162,158783076,143976,34542,109434,9391,0.786242688,0.239914986,0.760085014,0.367646041
consensus 2 -- Transfuse 3,609,all (58) assemblies merged,consensus 2 &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate),,32087063,15.49984791,17885,45505838,49.70791336,192941439,147435601,138151,34296,103855,9637,0.780643252,0.248250103,0.751749897,0.376705257
consensus 2 -- TF--Det,610,all (58) assemblies merged,consensus 2 &#8594; Transfuse (filter &#8594; vsearch &#8594; Transrate) &#8594; Detonate,,31510970,15.22156273,17461,44706344,48.83459292,154198420,109492076,109247,33229,76018,10704,0.75635627,0.304163959,0.695836041,0.433855595
consensus 2 -- evi4Full,611,all (58) assemblies merged,consensus 2 &#8594; evigene full set,,32090495,15.50150576,17501,43421992,47.43164198,206237911,162815919,122463,31182,91281,12751,0.709762593,0.254623846,0.745376154,0.374792663
Trinity k=25 -- Compacta d=0,701,Trinity (k=25),Compacta (d=0.0),,5193474,2.508738712,8937,8881832,9.701993303,25168580,16286748,83558,20054,63504,23879,0.456467803,0.240000957,0.759999043,0.314594756
Trinity k=25 -- Compacta d=0.3,701,Trinity (k=25),Compacta (d=0.3),,12071505,5.83121277,11894,17055899,18.63086555,37270355,20214456,97917,24369,73548,19564,0.554685544,0.248874046,0.751125954,0.343588297
Trinity k=25 -- Compacta d=1,701,Trinity (k=25),Compacta (d=1.0),,26466168,12.78464092,16921,36624701,40.00667923,101036589,64411888,157078,33005,124073,10928,0.751257597,0.21011854,0.78988146,0.328389989
con2--Tf--Det--Compacta d=0,702,consensus 2,Compacta (d=0.0),,10191062,4.922853519,10307,15448115,16.87461644,40541188,25093073,52165,20593,31572,23340,0.468736485,0.394766606,0.605233394,0.428583321
con2--Tf--Det--Compacta d=0.3,702,consensus 2,Compacta (d=0.3),,10768761,5.20191448,10575,16229469,17.7281218,42108796,25879327,53247,21053,32194,22880,0.479206974,0.395383777,0.604616223,0.433278452
con2--Tf--Det--Compacta d=1,702,consensus 2,Compacta (d=1.0),,14474028,6.99176589,12165,21530517,23.5186763,58128365,36597848,64293,24240,40053,19693,0.551749255,0.377023937,0.622976063,0.447951509
"Trinity k=25 -- Grouper (with orphaned reads, min cut filter)",705,Trinity (k=25),Grouper (with orphaned reads and min cut filters),,18349698,8.86393149,13311,23785320,25.98169109,37231950,13446630,51736,23647,28089,20286,0.538251428,0.457070512,0.542929488,0.494350312
"Trinity k=25 -- Grouper (without orphaned reads, min cut filter)",705,Trinity (k=25),Grouper (without orphaned reads or min cut filters),,18443578,8.909280786,13392,23948597,26.16004533,37847009,13898412,52808,23844,28964,20089,0.542735529,0.451522497,0.548477503,0.49294508
"con2--Tf--Det--Grouper (with orphaned reads, min cut filter)",706,consensus 2,Grouper (with orphaned reads and min cut filters),,17416354,8.413074082,11474,22136742,24.180881,39421971,17285229,31004,17889,13115,26044,0.407188218,0.576990066,0.423009934,0.47744105
"con2--Tf--Det--Grouper (without orphaned reads, min cut filter)",706,consensus 2,Grouper (without orphaned reads or min cut filters),,17595028,8.499383628,11562,22352382,24.41643351,40128551,17776169,31489,18050,13439,25883,0.41085289,0.573216044,0.426783956,0.478640185
"Trinity k=25 -- Corset d=0, clusters",703,Trinity (k=25),Corset clusters (d=0.0),,28216641,13.63021739,17392,39207873,42.8283851,105659432,66451559,124718,32840,91878,11093,0.747501878,0.263314036,0.736685964,0.389443288
"Trinity k=25 -- Corset d=0.3, clusters",703,Trinity (k=25),Corset clusters (d=0.3),,22705518,10.96803642,15343,30339884,33.14151308,60976228,30636344,96668,28822,67846,15111,0.656044431,0.298154508,0.701845492,0.409982859
"Trinity k=25 -- Corset d=1, clusters",703,Trinity (k=25),Corset clusters (d=1.0),,18210277,8.796583341,12960,23110235,25.24426776,35649754,12539519,50717,22633,28084,21300,0.515170828,0.446260623,0.553739377,0.47824617
"con2--Tf--Det--Corset d=0, clusters",704,consensus 2,Corset clusters (d=0.0),,27660378,13.36151121,15786,38352618,41.8941546,117000068,78647450,70886,27485,43401,16448,0.625611727,0.387735237,0.612264763,0.478753516
"con2--Tf--Det--Corset d=0.3, clusters",704,consensus 2,Corset clusters (d=0.3),,22036164,10.64470096,13722,29366348,32.07807934,63805367,34439019,49651,23245,26406,20688,0.529101131,0.468167811,0.531832189,0.496772953
"con2--Tf--Det--Corset d=1, clusters",704,consensus 2,Corset clusters (d=1.0),,13289734,6.419685583,9749,16629881,18.16550843,30652151,14022270,27504,15106,12398,28827,0.343841759,0.549229203,0.450770797,0.422918096
"Trinity k=25 -- Corset, super-clusters",703,Trinity (k=25),Corset superclusters,,5264784,2.543185435,8007,8784994,9.596213141,18758560,9973566,42951,17025,25926,26908,0.387521908,0.396381924,0.603618076,0.391901846
"con2--Tf--Det--Corset, super-clusters",704,consensus 2,Corset superclusters,,4579293,2.212054903,6138,7127574,7.785744564,18985256,11857682,22788,11018,11770,32915,0.250790977,0.483500088,0.516499912,0.330270829
IDBA_HFk21.fa,idba,IDBA,trimmed reads; k=21,,18121736,8.753813081,16272,24879908,27.17735494,79074903,54194995,163955,29805,134150,14128,0.678419411,0.181787686,0.818212314,0.286740937
IDBA_HFk31.fa,idba,IDBA,trimmed reads; k=31,,26576690,12.83802924,17481,36268533,39.61762216,105414582,69146049,167157,33091,134066,10842,0.753215123,0.197963591,0.802036409,0.313525037
IDBA_HFk41.fa,idba,IDBA,trimmed reads; k=41,,27997944,13.52457449,17598,38665574,42.23600942,111650443,72984869,171400,33606,137794,10327,0.764937518,0.196067678,0.803932322,0.312130514
IDBA_HFk51.fa,idba,IDBA,trimmed reads; k=51,,28635374,13.83248887,17584,39986012,43.67837858,113477486,73491474,172347,33826,138521,10107,0.769945144,0.196266834,0.803733166,0.312798225
IDBA_HFk61.fa,idba,IDBA,trimmed reads; k=61,,29076785,14.0457151,17496,40777705,44.54317767,114261110,73483405,169812,33834,135978,10099,0.770127239,0.19924387,0.80075613,0.316582844
IDBA_HFk71.fa,idba,IDBA,trimmed reads; k=71,,29129297,14.07108133,17372,41080106,44.87350282,112615325,71535219,165453,33632,131821,10301,0.765529329,0.203272228,0.796727772,0.321244018
IDBA_HTk21.fa,idba,IDBA,normalized trimmed reads; k=21,,18741044,9.052973519,16236,25387653,27.73198585,76596643,51208990,149972,29270,120702,14663,0.666241777,0.195169765,0.804830235,0.301900415
IDBA_HTk31.fa,idba,IDBA,normalized trimmed reads; k=31,,26728861,12.91153635,17436,36249663,39.59700968,100713020,64463357,153102,32635,120467,11298,0.742835682,0.213158548,0.786841452,0.331260943
IDBA_HTk41.fa,idba,IDBA,normalized trimmed reads; k=41,,27977331,13.51461726,17520,38512714,42.0690341,106491168,67978454,157599,33199,124400,10734,0.755673412,0.21065489,0.78934511,0.329466288
IDBA_HTk51.fa,idba,IDBA,normalized trimmed reads; k=51,,28666106,13.84733415,17512,39811239,43.48746679,108380274,68569035,157873,33329,124544,10604,0.758632463,0.21111273,0.78888727,0.330307325
IDBA_HTk61.fa,idba,IDBA,normalized trimmed reads; k=61,,28948089,13.98354772,17400,40492152,44.23125629,108153196,67661044,154912,33350,121562,10583,0.759110464,0.215283516,0.784716484,0.33543715
IDBA_HTk71.fa,idba,IDBA,normalized trimmed reads; k=71,,29028129,14.02221152,17286,40778711,44.54427656,107073362,66294651,150637,33149,117488,10784,0.754535315,0.220058817,0.779941183,0.340741121
rnaSPAdes_HFk29.fa,102,rnaSPAdes,trimmed reads; k=29,,26274336,12.69197533,16277,36471749,39.83960342,99792337,63320588,137247,31836,105411,12097,0.724648897,0.231961354,0.768038646,0.351429518
rnaSPAdes_HFk33.fa,102,rnaSPAdes,trimmed reads; k=33,,26504054,12.80294198,16269,37041762,40.46225225,100309339,63267577,139057,32030,107027,11903,0.729064712,0.2303372,0.7696628,0.350073775
rnaSPAdes_HFk49.fa,102,rnaSPAdes,trimmed reads; k=49,,26553373,12.82676582,16109,37096107,40.52161555,95868908,58772801,137257,31573,105684,12360,0.718662509,0.230028341,0.769971659,0.348507092
rnaSPAdes_HFk55.fa,102,rnaSPAdes,trimmed reads; k=55,,26278619,12.69404425,16040,36678265,40.06518941,92830818,56152553,136373,31342,105031,12591,0.713404502,0.229825552,0.770174448,0.347653434
rnaSPAdes_HTk29.fa,102,rnaSPAdes,normalized trimmed reads; k=29,,26083611,12.59984447,16148,35985905,39.30889588,94917063,58931158,118930,31513,87417,12420,0.717296793,0.264970991,0.735029009,0.386987836
rnaSPAdes_HTk33.fa,102,rnaSPAdes,normalized trimmed reads; k=33,,26280476,12.69494129,16160,36533207,39.90673654,95271969,58738762,120021,31717,88304,12216,0.721940227,0.264262087,0.735737913,0.386901204
rnaSPAdes_HTk49.fa,102,rnaSPAdes,normalized trimmed reads; k=49,,26317599,12.71287378,16001,36498296,39.86860181,90710311,54212015,118204,31205,86999,12728,0.710286117,0.263992758,0.736007242,0.384921394
rnaSPAdes_HTk55.fa,102,rnaSPAdes,normalized trimmed reads; k=55,,25982191,12.55085293,15873,35999217,39.32343713,87357656,51358439,116787,30862,85925,13071,0.702478774,0.264258864,0.735741136,0.384046789
SOAPdenovo_HFk21.fa,103,SOAPdenovo-Trans,trimmed reads; k=21,,21786343,10.52402343,15534,28895023,31.56323151,66079170,37184147,128585,28502,100083,15431,0.648760613,0.221658825,0.778341175,0.330423492
SOAPdenovo_HFk23.fa,103,SOAPdenovo-Trans,trimmed reads; k=23,,22298365,10.77135873,15478,29524015,32.25030554,65689426,36165411,125895,28431,97464,15502,0.647144516,0.22583105,0.77416895,0.334821113
SOAPdenovo_HFk25.fa,103,SOAPdenovo-Trans,trimmed reads; k=25,,22103039,10.67700533,15482,29320604,32.02811128,64550613,35230009,123947,28454,95493,15479,0.64766804,0.229565863,0.770434137,0.338980224
SOAPdenovo_HFk27.fa,103,SOAPdenovo-Trans,trimmed reads; k=27,,21895724,10.57686058,15536,28908444,31.57789182,63541377,34632933,123358,28554,94804,15379,0.649944233,0.231472624,0.768527376,0.341369231
SOAPdenovo_HFk29.fa,103,SOAPdenovo-Trans,trimmed reads; k=29,,21479599,10.37584891,15676,28437959,31.06396155,62351493,33913534,123263,28930,94333,15003,0.65850272,0.234701411,0.765298589,0.346060911
SOAPdenovo_HFk31.fa,103,SOAPdenovo-Trans,trimmed reads; k=31,,20818143,10.05632863,15617,27522946,30.06445492,60532189,33009243,122530,28747,93783,15186,0.654337286,0.234611932,0.765388068,0.345386062
SOAPdenovo_HFk41.fa,103,SOAPdenovo-Trans,trimmed reads; k=41,,17868610,8.631539051,15175,23078601,25.20971263,50808877,27730276,113132,26351,86781,17582,0.599799695,0.232922604,0.767077396,0.33554261
